PL ID,Status,Category,Discipline,Description,Subsystem,Milestone
PL-000624,Originated,A,E,CTs at the alternator Juncon Box are Jumpered (2CT1/2CT2),PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000702,Originated,C,M,4:Found radiator bottom and top angle bar support bolt & nuts need to be tighted properly.,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-000703,Originated,C,M,4.1:Found all transformer radiator support paint need to be provided,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-000704,Originated,C,M,4:Found radiator bottom area unpainted steel angle bar support need to be painted,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-000705,Originated,C,M,4.1:Found all transformer radiator support paint need to be provided,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-000706,Originated,C,M,4:Found radiator bottom and top angle bar support bolt & nuts need to be tighted properly.,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-000707,Originated,C,M,4.1:Found all transformer radiator support paint need to be provided,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-000711,Originated,A,M,"4:CAT LUBE OIL 15W40, USED FOR PRESERVATION, MUST BE DRAINED AND FLUSHED BEFORE COMMISSIONING.",PS5-71-16 - Diesel Fuel Supply Pump A/B,PS5 - Milestone F
PL-000712,Originated,A,M,"4:CAT LUBE OIL 15W40, USED FOR PRESERVATION, MUST BE DRAINED AND FLUSHED BEFORE COMMISSIONING.",PS5-71-16 - Diesel Fuel Supply Pump A/B,PS5 - Milestone F
PL-000713,Originated,A,M,"4:CAT LUBE OIL 15W40, USED FOR PRESERVATION, MUST BE DRAINED AND FLUSHED BEFORE COMMISSIONING.",PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000720,Originated,C,M,4:THE WOODEN CRATE IS COMPLETELY SHATTERED.,PS5-60-27 - Compressed Air Starting Skid,PS5 - Milestone B
PL-000721,Closed,B,M,4.1:THE PRESSURE GAUGE IS SLIGHTLY BENT DUE TO THE IMPACT FROM THE BROKEN WOODEN CRATE.,PS5-60-27 - Compressed Air Starting Skid,PS5 - Milestone B
PL-000722,Originated,C,M,4.2:SOME OPENINGS ARE IMPROPERLY PLUGGED,PS5-60-27 - Compressed Air Starting Skid,PS5 - Milestone B
PL-000723,Closed,A,M,4.3:THE HEAT EXCHANGER PIPE IS BROKEN FROM THE COMPRESSOR HEAD.,PS5-60-27 - Compressed Air Starting Skid,PS5 - Milestone B
PL-000724,Originated,B,M,4.4:NO PROPER PACKING LIST PROVIDED FOR COMMISSIONING SPARES,PS5-60-27 - Compressed Air Starting Skid,PS5 - Milestone B
PL-000725,Originated,C,M,4.5:TRACES OF COOLANT FOUND ON THE TOP OF THE COOLANT TANK,PS5-60-27 - Compressed Air Starting Skid,PS5 - Milestone B
PL-000726,Originated,C,M,4.6:SOME PARTS ARE COMPLETELY RUSTED,PS5-60-27 - Compressed Air Starting Skid,PS5 - Milestone B
PL-000727,Originated,C,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED,PS5-60-49 - Lube Oil Separator Module PS5-60-UO-81100A,PS5 - Milestone B
PL-000728,Originated,C,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED,PS5-60-50 - Lube Oil Separator Module PS5-60-UO-81100B,PS5 - Milestone B
PL-000729,Originated,C,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED,PS5-60-51 - Lube Oil Separator Module PS5-60-UO-81100C,PS5 - Milestone D
PL-000730,Originated,C,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED,PS5-60-52 - Lube Oil Separator Module PS5-60-UO-81100D,PS5 - Milestone D
PL-000731,Originated,C,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED,PS5-60-53 - Lube Oil Separator Module PS5-60-UO-81100E,PS5 - Milestone D
PL-000732,Originated,C,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED,PS5-60-54 - Lube Oil Separator Module PS5-60-UO-81100F,PS5 - Milestone D
PL-000733,Originated,C,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED,PS5-60-55 - Lube Oil Separator Module PS5-60-UO-81100G,PS5 - Milestone E
PL-000734,Originated,C,M,4:THE PAINT ON THE INJECTOR TIP COOLING MODULE FLANGE IS CRACKED,PS5-60-35 - Injector Tip Cooling Module A,PS5 - Milestone B
PL-000735,Originated,C,M,4.1:THE INJECTOR TIP COOLING MODULE HAS MULTIPLE OPENINGS THAT ARE NOT PROPERLY PLUGGED,PS5-60-35 - Injector Tip Cooling Module A,PS5 - Milestone B
PL-000736,Originated,C,M,4:THE INJECTOR TIP COOLING MODULE HAS MULTIPLE OPENINGS THAT ARE NOT PROPERLY PLUGGED,PS5-60-36 - Injector Tip Cooling Module B,PS5 - Milestone B
PL-000737,Originated,C,M,4:THE INJECTOR TIP COOLING MODULE HAS MULTIPLE OPENINGS THAT ARE NOT PROPERLY PLUGGED,PS5-60-37 - Injector Tip Cooling Module C,PS5 - Milestone D
PL-000738,Originated,C,M,4:THE INJECTOR TIP COOLING MODULE HAS MULTIPLE OPENINGS THAT ARE NOT PROPERLY PLUGGED,PS5-60-38 - Injector Tip Cooling Module D,PS5 - Milestone D
PL-000739,Originated,C,M,4:THE INJECTOR TIP COOLING MODULE HAS MULTIPLE OPENINGS THAT ARE NOT PROPERLY PLUGGED,PS5-60-39 - Injector Tip Cooling Module E,PS5 - Milestone D
PL-000740,Originated,C,M,4:THE INJECTOR TIP COOLING MODULE HAS MULTIPLE OPENINGS THAT ARE NOT PROPERLY PLUGGED,PS5-60-40 - Injector Tip Cooling Module F,PS5 - Milestone D
PL-000741,Closed,B,M,"4:SIGNS OF RUST HAVE BEEN OBSERVED INSIDE ALL THE MOTORS OF THE MIST ELIMINATOR, INDICATING POSSIBLE EXPOSURE TO MOISTURE",PS5-60-42 - Oil Mist Separator Skid PS5-60-VS-9100A,PS5 - Milestone B
PL-000742,Closed,B,M,"4:SIGNS OF RUST HAVE BEEN OBSERVED INSIDE ALL THE MOTORS OF THE MIST ELIMINATOR, INDICATING POSSIBLE EXPOSURE TO MOISTURE",PS5-60-43 - Oil Mist Separator Skid PS5-60-VS-9100B,PS5 - Milestone B
PL-000743,Originated,B,M,4.1:WATER INGRESS HAS BEEN DETECTED INSIDE THE MIST ELIMINATOR AND THE MOTOR,PS5-60-43 - Oil Mist Separator Skid PS5-60-VS-9100B,PS5 - Milestone B
PL-000744,Originated,B,M,4:WATER INGRESS HAS BEEN DETECTED INSIDE THE MIST ELIMINATOR AND THE MOTORS.,PS5-60-44 - Oil Mist Separator Skid PS5-60-VS-9100C,PS5 - Milestone D
PL-000745,Originated,B,M,"4.1:SIGNS OF RUST HAVE BEEN OBSERVED INSIDE ALL THE MOTORS OF THE MIST ELIMINATOR, INDICATING POSSIBLE EXPOSURE TO MOISTURE",PS5-60-44 - Oil Mist Separator Skid PS5-60-VS-9100C,PS5 - Milestone D
PL-000746,Originated,B,M,"4:SIGNS OF RUST HAVE BEEN OBSERVED INSIDE ALL THE MOTORS OF THE MIST ELIMINATOR, INDICATING POSSIBLE EXPOSURE TO MOISTURE",PS5-60-45 - Oil Mist Separator Skid PS5-60-VS-9100D,PS5 - Milestone D
PL-000747,Originated,B,M,"4:SIGNS OF RUST HAVE BEEN OBSERVED INSIDE ALL THE MOTORS OF THE MIST ELIMINATOR, INDICATING POSSIBLE EXPOSURE TO MOISTURE",PS5-60-46 - Oil Mist Separator Skid PS5-60-VS-9100E,PS5 - Milestone D
PL-000748,Originated,B,M,"4:SIGNS OF RUST HAVE BEEN OBSERVED INSIDE ALL THE MOTORS OF THE MIST ELIMINATOR, INDICATING POSSIBLE EXPOSURE TO MOISTURE",PS5-60-47 - Oil Mist Separator Skid PS5-60-VS-9100F,PS5 - Milestone D
PL-000749,Originated,B,M,"4:SIGNS OF RUST HAVE BEEN OBSERVED INSIDE ALL THE MOTORS OF THE MIST ELIMINATOR, INDICATING POSSIBLE EXPOSURE TO MOISTURE",PS5-60-48 - Oil Mist Separator Skid PS5-60-VS-9100G,PS5 - Milestone E
PL-000750,Originated,A,E,"4:THE JB DOOR OF THE DO SEPARATOR IS NOT FIXED, AND THE BOLTS ARE MISSING.",PS5-71-18 - Diesel Separator Module,PS5 - Milestone F
PL-000751,Originated,C,M,4:SOME OPENINGS ARE IMPROPERLY PLUGGED,PS5-71-06 - Crude Fuel Separation Module,PS5 - Milestone H
PL-000752,Closed,B,M,"4.1:THE PSV AND FIT WERE IMPROPERLY SECURED, AND WE DISCOVERED THE PSV CARELESSLY DISPLACED, LYING UPSIDE DOWN ON THE GROUND.(NEED TO BE INSTALLED)",PS5-71-06 - Crude Fuel Separation Module,PS5 - Milestone H
PL-000753,Closed,A,M,4.2:THE FCV IS NOT CONNECTED ON A SINGLE SIDE.,PS5-71-06 - Crude Fuel Separation Module,PS5 - Milestone H
PL-000754,Originated,A,E,4.3:Control panel key is missing.,PS5-71-06 - Crude Fuel Separation Module,PS5 - Milestone H
PL-000755,Originated,A,E,4:CONTROL PANEL KEY IS MISSING,PS5-71-06 - Crude Fuel Separation Module,PS5 - Milestone H
PL-000756,Originated,B,M,4.1:NO LUBE OIL AVAILABLE AT THE VIEWING GLASS.,PS5-71-06 - Crude Fuel Separation Module,PS5 - Milestone H
PL-000757,Originated,C,M,4.2:A LOT OF OPENINGS ARE NOT PROPERLY PLUGGED,PS5-71-06 - Crude Fuel Separation Module,PS5 - Milestone H
PL-000758,Closed,A,M,"4.3:THE PSV, FLOW GAUGE, AND SPOOLS ARE NOT INSTALLED AND LYING ON THE GROUND. (NEED TO BE INSTALLED)",PS5-71-06 - Crude Fuel Separation Module,PS5 - Milestone H
PL-000759,Originated,C,M,4:THE INJECTOR TIP COOLING MODULE HAS MULTIPLE OPENINGS THAT ARE NOT PROPERLY PLUGGED.,PS5-60-41 - Injector Tip Cooling Module G,PS5 - Milestone E
PL-000760,Closed,A,M,4:THE INSULATION RING FOR THE CLOSED DRAIN DRUM IS DAMAGED.,PS5-28-03 - Closed Drain Drum and Pump 01,PS5 - Milestone G
PL-000761,Originated,C,M,4.1:THE CLOSED DRAIN DRUM EXHIBITS PAINT DAMAGE.,PS5-28-03 - Closed Drain Drum and Pump 01,PS5 - Milestone G
PL-000762,Originated,B,M,"4.2:NO PACKING NOTE AVAILABLE FOR COMM. & STARTUP SPARES . FOUND- 4INCH 150 ASME GASKET(QUANTITY-1), REGULATOR KNOB, 1 BOLT, 10 STUD BOLT & 20 HEX NUT, 4INCH 150 ASME GASKET(QUANTITY -6) 2 MANUAL.",PS5-28-03 - Closed Drain Drum and Pump 01,PS5 - Milestone G
PL-000763,Originated,C,M,4:THE CONTAINER IS DAMAGED,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000764,Originated,C,M,4.1:THE CONTAINER HAS SIGNIFICANT PAINT DAMAGE.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000765,Originated,A,E,4.2:THE TUBE LIGHT FELL FROM ITS ORIGINAL POSITION AND GOT DAMAGED,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000766,Originated,C,M,4.3:THE SPOOL FROM THE DISPENSER HAS PAINT DAMAGE.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000767,Originated,A,M,4.4:THE METALLIC FLEXIBLE CONNECTION IS BROKEN AND DAMAGED.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000768,Completed,C,M,4.5:THE DISPENSER COVERS ARE NOT PROPERLY MOUNTED AND HAVE FALLEN TO THE GROUND.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000769,Originated,B,M,4.6:THE GASKET FOR THE SIDE VIEWING GLASS IS DAMAGED.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000770,Originated,C,M,4.7:THE NUT & BOLT FOR THE SIDE VIEWING GLASS IS MISSING.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000771,Originated,C,M,4.8:THE ROLLING WIRE IS COMPRESSED BENEATH THE STRUCTURE.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000772,Originated,C,M,4.9:THE FLOW INDICATOR TRANSMITTER IS NOT MOUNTED OR BOLTED SECURELY.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000773,Originated,B,M,"4.10:OPENED THE ROOF HATCH, BUT THE KEY IS STILL NOT WORKING; LOCK & KEY NEEDS TO BE REPLACED",PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000774,Originated,C,M,4.11:THE INLET SPOOL FOR THE VESSEL IS NOT MOUNTED PROPERLY.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000775,Originated,B,E,4.12:THE CABLE LAID IN THE WALKWAY NEEDS TO BE REMOVED AND PROPERLY ORGANIZED IN THE CABLE TRAY/CHANNEL.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000776,Originated,A,E,4.13:THE CABLE NEEDS TO BE PROTECTED FROM SHARP EDGES.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000777,Originated,C,M,"4.14:THE CHANNEL SHOULD BE FIXED SECURELY ON BOTH ENDS WITH SCREWS, AND A WIRE TAG SHOULD BE PROVIDED",PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000778,Originated,C,E,4.15:ALL THE PAPER TAG SHOULD BE REPLACED WITH A STAINLESS STEEL (SS) TAG,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000779,Originated,C,E,4.16:ALL INSTRUMENT HANGING TAG (SS TAG) SHOULD BE PROVIDED.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000780,Originated,C,M,4.17:THE DISPENSER IS NOT SECURELY FIXED AND IS SHAKING.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000781,Originated,B,M,"4.18:OPENED THE TECHNICAL ROOM DOOR; THE DOOR LOCK WAS JAMMED AND NOW IS WORKING, BUT NOT SMOOTHLY. THE LOCK COVER IS DAMAGED AND NEED TO BE REPLACED, AND THE DOOR FRAME IS NOT FIXED PROPERLY, RESULTING IN HEAVY SHAKING.",PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000782,Originated,A,E,4.19:THE TUBE LIGHT HAS FALLEN FROM ITS ORIGINAL POSITION AND IS HANGING IN THE TECHNICAL ROOM.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000783,Originated,C,M,4.20:TWO NUT BOLTS ARE MISSING FROM THE M LADDER SUPPORT.,PS5-71-14 - Diesel Fuel Transfer and Dispensing Station,PS5 - Milestone F
PL-000812,Originated,C,M,4:THERE IS A SLIGHT BEND ON THE BODY OF THE ADAPTOR(ADAPTOR Ø650 to Øout 508 L1280 - inlet engine ),PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000813,Originated,C,M,4.1:TWO OF THE STRAIGHT LENGTHS ARE BENT IN THREE PLACES(ADJUSTABLE STRAIGHT LENGTH L2850- 3000mm Ø650),PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000814,Originated,C,M,"4.2:FOUND MINOR SCRATCHES, GAPS ON THE OUTER COVER THAT COULD ALLOW WATER ENTRY INTO THE INSULATED AREA ,Gaps not properly filled/sealed, Partially used mastic to seal which have not working(STRAIGHT LENGTH L10000mm DIA 950/1150 EXHAUST LINE)",PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000815,Originated,B,M,4.3:A SMALL CUT WAS FOUND ON THE OUTER COVER OF THE STRAIGHT LENGTH L10000mm DIA 950/1150 EXHAUST LINE,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000816,Originated,C,M,"4.4:FOUND MINOR SCRATCHES, GAPS ON THE OUTER COVER THAT COULD ALLOW WATER ENTRY INTO THE INSULATED AREA , AND SMALL CUTS .(Gaps not properly filled/sealed, Partially used mastic to seal which have not working)this is general comment for SRN 302",PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000817,Originated,C,M,"4.6:FOUND MINOR SCRATCHES, GAPS ON THE OUTER COVER THAT COULD ALLOW WATER ENTRY INTO THE INSULATED AREA , AND SMALL CUTS .(Gaps not properly filled/sealed, Partially used mastic to seal which have not working)-STRAIGHT LENGTH L1250mm DIA 450/650 EXHAUST LINE",PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000818,Originated,C,M,"4.7:FOUND MINOR SCRATCHES, GAPS ON THE OUTER COVER THAT COULD ALLOW WATER ENTRY INTO THE INSULATED AREA .(Gaps not properly filled/sealed, Partially used mastic to seal which have not working)-ADJUSTABLE LENGTH L6000-6250mm DIA 950/1150 EXHAUST LINE",PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000819,Originated,B,M,"4.8:NO PROPER PACKING LIST/NOTE AVAILABLE FOR SRN 303 FASTNERS. FOUND BOLT- M12*60=3500, M16*80=450, M30*80=670, M36*80=690, M36*90=60 NUT- M36=750, M12=3500, M16=450 ,, M30=30 WASHER- M36=1500, M13=7000 ,M16=900, M31=700",PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000820,Originated,C,M,4.9:FOUND SOME EXTRA MATERIAL IN SRN 303 (Not mentioned in PL) SILICON NEUTRA- 72 PCS. RIVETS -6 BOX PROETEX PTFE TAPE - 15 PCS ROPE SEAL - 1 PACKET,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000821,Originated,B,M,4.10:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED IN COMPACT UNIT PS5-60-UO-81100A,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000822,Originated,B,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED IN COMPACT UNIT PS5-60-UO-81100C,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000823,Originated,B,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED IN COMPACT UNIT PS5-60-UO-81100D,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000824,Originated,B,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED IN COMPACT UNIT PS5-60-UO-81100E,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000825,Originated,B,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED IN COMPACT UNIT PS5-60-UO-81100G,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-000826,Originated,B,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED IN COMPACT UNIT PS5-60-UO-81100F,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000827,Originated,B,M,4:SOME BALL VALVES AND OPENINGS ARE IMPROPERLY PLUGGED IN COMPACT UNIT PS5-60-UO-81100B,PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-000828,Originated,B,E,4.1: THE MAGNETIC FLOAT SWITCH OPENING IS NOT PROPERLY PLUGGED.(JACKET WATER EXPANSION TANK & SCAC EXPANSION TANK PS5-60-TX-41700A/B),PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-000829,Originated,B,M,"4.11:THERE IS NO PROPER PACKING LIST, AND ACCORDING TO THE COLLI LIST, 1 REGULATING RING IS MISSING. ONLY 5 RINGS WERE FOUND ACROSS ALL THE BOXES.-SHIPPED LOOSE ITEM SRN 311",PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000830,Originated,B,M,4.12:NO PROPER PACKING LIST AVAILABLE- SRN 311 CAPITAL SPARES,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000831,Originated,B,M,4.13:THE DRYER COVER IS DAMAGED- INSTRUMENTATION AIR STATION PS5-60-UA-5200,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000832,Closed,A,M,4.14:2 OF THE FLEXIBLE HOSES ARE DAMAGED AND NEEDS REPLACEMENT-INSTRUMENTATION AIR STATION PS5-60-UA-5200,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000833,Closed,A,M,4.15:THE SPRINGS HAVE BEEN DISPLACED FROM THE BOTTOM OF THE EQUIPMENT.-INSTRUMENTATION AIR STATION PS5-60-UA-5200,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000834,Originated,B,M,4.16:THE COMPRESSOR COVER GUIDE IS DAMAGED-INSTRUMENTATION AIR STATION PS5-60-UA-5200,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000835,Originated,B,M,4.17:THE PRV 5206 OUTLET IS NOT PLUGGED.-INSTRUMENTATION AIR STATION PS5-60-UA-5200,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000836,Originated,B,M,4.18: THE MAGNETIC FLOAT SWITCH OPENING IS NOT PROPERLY PLUGGED.(JACKET WATER EXPANSION TANK & SCAC EXPANSION TANK PS5-60-TX-41100A/B),PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000837,Originated,B,E,4.1: THE MAGNETIC FLOAT SWITCH OPENING IS NOT PROPERLY PLUGGED.(JACKET WATER EXPANSION TANK & SCAC EXPANSION TANK PS5-60-TX-41300A/B),PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000838,Originated,B,E,4.1:THE MAGNETIC FLOAT SWITCH OPENING IS NOT PROPERLY PLUGGED.(JACKET WATER EXPANSION TANK & SCAC EXPANSION TANK PS5-60-TX-41400A/B),PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000839,Originated,B,E,4.1:THE MAGNETIC FLOAT SWITCH OPENING IS NOT PROPERLY PLUGGED.(JACKET WATER EXPANSION TANK & SCAC EXPANSION TANK PS5-60-TX-41500A/B),PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000840,Originated,B,E,4.1:THE MAGNETIC FLOAT SWITCH OPENING IS NOT PROPERLY PLUGGED.(JACKET WATER EXPANSION TANK & SCAC EXPANSION TANK PS5-60-TX-41600A/B),PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000841,Originated,B,E,4.1:THE MAGNETIC FLOAT SWITCH OPENING IS NOT PROPERLY PLUGGED.(JACKET WATER EXPANSION TANK & SCAC EXPANSION TANK PS5-60-TX-41200A/B),PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-000842,Originated,C,M,4.19:THE INSULATION CLADDING IS NOT PROPERLY SEALED-450NB Y PIECE,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000843,Originated,C,M,4.2:THE INSULATION CLADDING IS NOT PROPERLY SEALED-450NB Y PIECE,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000844,Originated,C,M,4.2:THE INSULATION CLADDING IS NOT PROPERLY SEALED-450NB Y PIECE,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000845,Originated,C,M,4.2:THE INSULATION CLADDING IS NOT PROPERLY SEALED-450NB Y PIECE,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000846,Originated,C,M,4.2:THE INSULATION CLADDING IS NOT PROPERLY SEALED-450NB Y PIECE,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
